night,event_id,slot_minute,label,sin_hour,cos_hour,sin_doy,cos_doy,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,weather_code,surface_pressure,cloud_cover,global_prior,local3km_prior,actual_minute
2026-06-04,85.0:910,900,0,-0.7071067811865471,-0.7071067811865479,0.4575313760742512,-0.8891934772070711,24.3,99.0,24.1,1.8,61.0,1005.0,100.0,0.0003152824004246207,0.0004401729856552341,1381
2026-06-04,85.0:910,930,0,-0.7933533402912349,-0.6087614290087209,0.4575313760742512,-0.8891934772070711,24.5,99.0,24.25,1.15,61.0,1004.9,98.5,0.001040129754112423,0.0014358965568961831,1381
2026-06-04,85.0:910,960,0,-0.8660254037844384,-0.5000000000000004,0.4575313760742512,-0.8891934772070711,24.7,99.0,24.4,0.5,53.0,1004.8,97.0,0.003093240566582277,0.004220235989357088,1381
2026-06-04,85.0:910,990,0,-0.9238795325112868,-0.3826834323650895,0.4575313760742512,-0.8891934772070711,24.7,99.0,24.4,0.25,53.0,1004.5999999999999,97.5,0.0083006159586386,0.01118794412597145,1381
2026-06-04,85.0:910,1020,0,-0.9659258262890683,-0.25881904510252063,0.44216815196707204,-0.8969321743510065,24.7,99.0,24.4,0.0,3.0,1004.4,98.0,0.020123820217069363,0.02678871582714446,1381
2026-06-04,85.0:910,1050,0,-0.9914448613738104,-0.13052619222005163,0.44216815196707204,-0.8969321743510065,24.799999999999997,99.0,24.549999999999997,0.0,3.0,1004.25,97.5,0.04414487372989411,0.05802920331277312,1381
2026-06-04,85.0:910,1080,0,-1.0,-1.8369701987210297e-16,0.44216815196707204,-0.8969321743510065,24.9,99.0,24.7,0.0,3.0,1004.1,97.0,0.08779308186246937,0.11393740420559553,1381
2026-06-04,85.0:910,1110,0,-0.9914448613738105,0.13052619222005127,0.44216815196707204,-0.8969321743510065,24.85,98.5,24.6,0.1,3.0,1004.2,97.0,0.15867754612817536,0.20322126791985484,1381
2026-06-04,85.0:910,1140,0,-0.9659258262890684,0.2588190451025203,0.44216815196707204,-0.8969321743510065,24.8,98.0,24.5,0.2,51.0,1004.3,97.0,0.26145353524900483,0.3300820406501574,1381
2026-06-04,85.0:910,1170,0,-0.923879532511287,0.38268343236508917,0.44216815196707204,-0.8969321743510065,24.700000000000003,98.5,24.45,0.15000000000000002,51.0,1004.05,96.5,0.39426967550526004,0.489507507563796,1381
2026-06-04,85.0:910,1200,0,-0.8660254037844386,0.5000000000000001,0.44216815196707204,-0.8969321743510065,24.6,99.0,24.4,0.1,51.0,1003.8,96.0,0.546779300397234,0.664535009490122,1381
2026-06-04,85.0:910,1230,0,-0.7933533402912357,0.6087614290087199,0.44216815196707204,-0.8969321743510065,24.1,99.0,23.9,0.9499999999999998,51.0,1003.9,97.5,0.7014259980272157,0.827840431823814,1381
2026-06-04,85.0:910,1260,0,-0.7071067811865477,0.7071067811865474,0.44216815196707204,-0.8969321743510065,23.6,99.0,23.4,1.8,61.0,1004.0,99.0,0.8379620129444478,0.9482216729166766,1381
2026-06-04,85.0:910,1290,0,-0.6087614290087209,0.7933533402912349,0.44216815196707204,-0.8969321743510065,23.700000000000003,99.0,23.549999999999997,1.75,61.0,1004.2,99.5,0.9390562679927821,1.0,1381
2026-06-04,85.0:910,1320,0,-0.5000000000000004,0.8660254037844384,0.44216815196707204,-0.8969321743510065,23.8,99.0,23.7,1.7,61.0,1004.4,100.0,0.994138766515705,0.9715903671797819,1381
2026-06-04,85.0:910,1350,0,-0.38268343236508956,0.9238795325112868,0.44216815196707204,-0.8969321743510065,23.65,98.5,23.45,1.5499999999999998,61.0,1004.5999999999999,99.5,1.0,0.8695425459378662,1381
2026-06-04,85.0:910,1380,1,-0.25881904510252157,0.9659258262890681,0.44216815196707204,-0.8969321743510065,23.5,98.0,23.2,1.4,61.0,1004.8,99.0,0.9589767068395864,0.7162349759775883,1381
2026-06-04,85.0:910,1410,0,-0.13052619222005168,0.9914448613738104,0.44216815196707204,-0.8969321743510065,23.55,98.0,23.25,1.1,61.0,1005.15,99.5,0.8768752208365997,0.5422225260303105,1381
2026-06-04,86.0:911,0,0,0.0,1.0,0.4575313760742512,-0.8891934772070711,25.0,99.0,24.9,0.1,51.0,1003.9,72.0,0.7621631442119523,0.3766181674356579,1384
2026-06-04,86.0:911,30,0,0.13052619222005157,0.9914448613738104,0.4575313760742512,-0.8891934772070711,25.25,98.5,25.049999999999997,0.15000000000000002,51.0,1004.0,82.0,0.626185153166214,0.2395432750576285,1384
2026-06-04,86.0:911,60,0,0.25881904510252074,0.9659258262890683,0.4575313760742512,-0.8891934772070711,25.5,98.0,25.2,0.2,51.0,1004.1,92.0,0.48290695144136914,0.13923496707214097,1384
2026-06-04,86.0:911,90,0,0.3826834323650898,0.9238795325112867,0.4575313760742512,-0.8891934772070711,25.8,96.5,25.2,0.25,51.0,1003.85,83.0,0.34702544693349113,0.073810269290441,1384
2026-06-04,86.0:911,120,0,0.49999999999999994,0.8660254037844387,0.4575313760742512,-0.8891934772070711,26.1,95.0,25.2,0.3,51.0,1003.6,74.0,0.23079719763841539,0.035614989931012295,1384
2026-06-04,86.0:911,150,0,0.6087614290087207,0.7933533402912352,0.4575313760742512,-0.8891934772070711,26.6,91.5,25.1,0.25,51.0,1003.6500000000001,81.0,0.14121443053967053,0.015612534644394918,1384
2026-06-04,86.0:911,180,0,0.7071067811865475,0.7071067811865476,0.4575313760742512,-0.8891934772070711,27.1,88.0,25.0,0.2,51.0,1003.7,88.0,0.0790927701230394,0.006206656320798352,1384
2026-06-04,86.0:911,210,0,0.7933533402912352,0.6087614290087207,0.4575313760742512,-0.8891934772070711,27.1,88.0,24.95,0.4,51.0,1003.75,92.0,0.04038611761697223,0.0022338487974792906,1384
2026-06-04,86.0:911,240,0,0.8660254037844386,0.5000000000000001,0.4575313760742512,-0.8891934772070711,27.1,88.0,24.9,0.6,53.0,1003.8,96.0,0.01873863478525529,0.000726748958485277,1384
2026-06-04,86.0:911,270,0,0.9238795325112867,0.38268343236508984,0.4575313760742512,-0.8891934772070711,27.1,87.5,24.85,0.95,53.0,1003.8,92.5,0.007879714910708662,0.000213418221370503,1384
2026-06-04,86.0:911,300,0,0.9659258262890683,0.25881904510252074,0.4575313760742512,-0.8891934772070711,27.1,87.0,24.8,1.3,61.0,1003.8,89.0,0.0029966268024675,5.6498721496163026e-05,1384
2026-06-04,86.0:911,330,0,0.9914448613738104,0.1305261922200517,0.4575313760742512,-0.8891934772070711,27.35,87.5,25.05,0.75,61.0,1003.8,89.5,0.0010288833666017615,1.3468268846199963e-05,1384
2026-06-04,86.0:911,360,0,1.0,6.123233995736766e-17,0.4575313760742512,-0.8891934772070711,27.6,88.0,25.3,0.2,51.0,1003.8,90.0,0.0003185026244012523,2.88813807161482e-06,1384
2026-06-04,86.0:911,390,0,0.9914448613738104,-0.1305261922200516,0.4575313760742512,-0.8891934772070711,27.9,84.5,25.0,0.1,51.0,1003.8499999999999,83.5,8.879435723788184e-05,5.566497838824761e-07,1384
2026-06-04,86.0:911,420,0,0.9659258262890683,-0.25881904510252063,0.4575313760742512,-0.8891934772070711,28.2,81.0,24.7,0.0,2.0,1003.9,77.0,2.2273163794548513e-05,9.635683508294502e-08,1384
2026-06-04,86.0:911,450,0,0.9238795325112868,-0.3826834323650895,0.4575313760742512,-0.8891934772070711,28.35,80.0,24.65,0.0,2.0,1003.5999999999999,80.0,5.023077745516401e-06,1.497084483788818e-08,1384
2026-06-04,86.0:911,480,0,0.8660254037844387,-0.4999999999999998,0.4575313760742512,-0.8891934772070711,28.5,79.0,24.6,0.0,3.0,1003.3,83.0,1.017820633056931e-06,2.086619565084431e-09,1384
2026-06-04,86.0:911,510,0,0.7933533402912352,-0.6087614290087207,0.4575313760742512,-0.8891934772070711,28.25,81.0,24.700000000000003,0.0,3.0,1003.0999999999999,91.0,1.852046272160887e-07,2.607879730405598e-10,1384
2026-06-04,86.0:911,540,0,0.7071067811865476,-0.7071067811865475,0.4575313760742512,-0.8891934772070711,28.0,83.0,24.8,0.0,3.0,1002.9,99.0,3.024919234969164e-08,2.928308418359774e-11,1384
2026-06-04,86.0:911,570,0,0.6087614290087209,-0.793353340291235,0.4575313760742512,-0.8891934772070711,27.8,83.5,24.75,0.0,3.0,1002.8,86.0,4.433439370337169e-09,3.777895158066841e-12,1384
2026-06-04,86.0:911,600,0,0.49999999999999994,-0.8660254037844387,0.4575313760742512,-0.8891934772070711,27.6,84.0,24.7,0.0,2.0,1002.7,73.0,5.886717936355194e-10,9.281571601533902e-12,1384
2026-06-04,86.0:911,630,0,0.3826834323650899,-0.9238795325112867,0.4575313760742512,-0.8891934772070711,27.25,86.0,24.75,0.0,2.0,1003.0,80.5,1.2630121556169982e-10,8.627142632287253e-11,1384
2026-06-04,86.0:911,660,0,0.258819045102521,-0.9659258262890682,0.4575313760742512,-0.8891934772070711,26.9,88.0,24.8,0.0,3.0,1003.3,88.0,5.036906825300515e-10,7.393663852162562e-10,1384
2026-06-04,86.0:911,690,0,0.130526192220052,-0.9914448613738104,0.4575313760742512,-0.8891934772070711,26.5,89.5,24.700000000000003,0.0,3.0,1003.45,80.5,3.838678265826852e-09,5.684369442990914e-09,1384
2026-06-04,86.0:911,720,0,1.2246467991473532e-16,-1.0,0.4575313760742512,-0.8891934772070711,26.1,91.0,24.6,0.0,2.0,1003.6,73.0,2.663632570310976e-08,3.920521665718057e-08,1384
2026-06-04,86.0:911,750,0,-0.13052619222005177,-0.9914448613738104,0.4575313760742512,-0.8891934772070711,25.950000000000003,90.5,24.3,0.0,2.0,1004.0500000000001,85.0,1.6600327645483526e-07,2.4264548501306617e-07,1384
2026-06-04,86.0:911,780,0,-0.2588190451025208,-0.9659258262890683,0.4575313760742512,-0.8891934772070711,25.8,90.0,24.0,0.0,3.0,1004.5,97.0,9.293802685118814e-07,1.3480721107307102e-06,1384
2026-06-04,86.0:911,810,0,-0.38268343236508967,-0.9238795325112868,0.4575313760742512,-0.8891934772070711,25.15,93.0,23.95,0.1,3.0,1004.6,97.5,4.676059245103607e-06,6.7256540442240195e-06,1384
2026-06-04,86.0:911,840,0,-0.4999999999999997,-0.8660254037844388,0.4575313760742512,-0.8891934772070711,24.5,96.0,23.9,0.2,51.0,1004.7,98.0,2.115304587153029e-05,3.0146169029863645e-05,1384
2026-06-04,86.0:911,870,0,-0.6087614290087207,-0.7933533402912352,0.4575313760742512,-0.8891934772070711,24.4,97.5,24.0,1.0,51.0,1004.85,99.0,8.607844098972711e-05,0.00012146096068240933,1384
2026-06-04,86.0:911,900,0,-0.7071067811865471,-0.7071067811865479,0.4575313760742512,-0.8891934772070711,24.3,99.0,24.1,1.8,61.0,1005.0,100.0,0.0003152824004246207,0.0004401729856552341,1384
2026-06-04,86.0:911,930,0,-0.7933533402912349,-0.6087614290087209,0.4575313760742512,-0.8891934772070711,24.5,99.0,24.25,1.15,61.0,1004.9,98.5,0.001040129754112423,0.0014358965568961831,1384
2026-06-04,86.0:911,960,0,-0.8660254037844384,-0.5000000000000004,0.4575313760742512,-0.8891934772070711,24.7,99.0,24.4,0.5,53.0,1004.8,97.0,0.003093240566582277,0.004220235989357088,1384
2026-06-04,86.0:911,990,0,-0.9238795325112868,-0.3826834323650895,0.4575313760742512,-0.8891934772070711,24.7,99.0,24.4,0.25,53.0,1004.5999999999999,97.5,0.0083006159586386,0.01118794412597145,1384
2026-06-04,86.0:911,1020,0,-0.9659258262890683,-0.25881904510252063,0.44216815196707204,-0.8969321743510065,24.7,99.0,24.4,0.0,3.0,1004.4,98.0,0.020123820217069363,0.02678871582714446,1384
2026-06-04,86.0:911,1050,0,-0.9914448613738104,-0.13052619222005163,0.44216815196707204,-0.8969321743510065,24.799999999999997,99.0,24.549999999999997,0.0,3.0,1004.25,97.5,0.04414487372989411,0.05802920331277312,1384
2026-06-04,86.0:911,1080,0,-1.0,-1.8369701987210297e-16,0.44216815196707204,-0.8969321743510065,24.9,99.0,24.7,0.0,3.0,1004.1,97.0,0.08779308186246937,0.11393740420559553,1384
2026-06-04,86.0:911,1110,0,-0.9914448613738105,0.13052619222005127,0.44216815196707204,-0.8969321743510065,24.85,98.5,24.6,0.1,3.0,1004.2,97.0,0.15867754612817536,0.20322126791985484,1384
2026-06-04,86.0:911,1140,0,-0.9659258262890684,0.2588190451025203,0.44216815196707204,-0.8969321743510065,24.8,98.0,24.5,0.2,51.0,1004.3,97.0,0.26145353524900483,0.3300820406501574,1384
2026-06-04,86.0:911,1170,0,-0.923879532511287,0.38268343236508917,0.44216815196707204,-0.8969321743510065,24.700000000000003,98.5,24.45,0.15000000000000002,51.0,1004.05,96.5,0.39426967550526004,0.489507507563796,1384
2026-06-04,86.0:911,1200,0,-0.8660254037844386,0.5000000000000001,0.44216815196707204,-0.8969321743510065,24.6,99.0,24.4,0.1,51.0,1003.8,96.0,0.546779300397234,0.664535009490122,1384
2026-06-04,86.0:911,1230,0,-0.7933533402912357,0.6087614290087199,0.44216815196707204,-0.8969321743510065,24.1,99.0,23.9,0.9499999999999998,51.0,1003.9,97.5,0.7014259980272157,0.827840431823814,1384
2026-06-04,86.0:911,1260,0,-0.7071067811865477,0.7071067811865474,0.44216815196707204,-0.8969321743510065,23.6,99.0,23.4,1.8,61.0,1004.0,99.0,0.8379620129444478,0.9482216729166766,1384
2026-06-04,86.0:911,1290,0,-0.6087614290087209,0.7933533402912349,0.44216815196707204,-0.8969321743510065,23.700000000000003,99.0,23.549999999999997,1.75,61.0,1004.2,99.5,0.9390562679927821,1.0,1384
2026-06-04,86.0:911,1320,0,-0.5000000000000004,0.8660254037844384,0.44216815196707204,-0.8969321743510065,23.8,99.0,23.7,1.7,61.0,1004.4,100.0,0.994138766515705,0.9715903671797819,1384
2026-06-04,86.0:911,1350,0,-0.38268343236508956,0.9238795325112868,0.44216815196707204,-0.8969321743510065,23.65,98.5,23.45,1.5499999999999998,61.0,1004.5999999999999,99.5,1.0,0.8695425459378662,1384
2026-06-04,86.0:911,1380,1,-0.25881904510252157,0.9659258262890681,0.44216815196707204,-0.8969321743510065,23.5,98.0,23.2,1.4,61.0,1004.8,99.0,0.9589767068395864,0.7162349759775883,1384
2026-06-04,86.0:911,1410,0,-0.13052619222005168,0.9914448613738104,0.44216815196707204,-0.8969321743510065,23.55,98.0,23.25,1.1,61.0,1005.15,99.5,0.8768752208365997,0.5422225260303105,1384
2026-06-04,87.0:912,0,0,0.0,1.0,0.4575313760742512,-0.8891934772070711,25.0,99.0,24.9,0.1,51.0,1003.9,72.0,0.7621631442119523,0.3766181674356579,1400
2026-06-04,87.0:912,30,0,0.13052619222005157,0.9914448613738104,0.4575313760742512,-0.8891934772070711,25.25,98.5,25.049999999999997,0.15000000000000002,51.0,1004.0,82.0,0.626185153166214,0.2395432750576285,1400
2026-06-04,87.0:912,60,0,0.25881904510252074,0.9659258262890683,0.4575313760742512,-0.8891934772070711,25.5,98.0,25.2,0.2,51.0,1004.1,92.0,0.48290695144136914,0.13923496707214097,1400
2026-06-04,87.0:912,90,0,0.3826834323650898,0.9238795325112867,0.4575313760742512,-0.8891934772070711,25.8,96.5,25.2,0.25,51.0,1003.85,83.0,0.34702544693349113,0.073810269290441,1400
2026-06-04,87.0:912,120,0,0.49999999999999994,0.8660254037844387,0.4575313760742512,-0.8891934772070711,26.1,95.0,25.2,0.3,51.0,1003.6,74.0,0.23079719763841539,0.035614989931012295,1400
2026-06-04,87.0:912,150,0,0.6087614290087207,0.7933533402912352,0.4575313760742512,-0.8891934772070711,26.6,91.5,25.1,0.25,51.0,1003.6500000000001,81.0,0.14121443053967053,0.015612534644394918,1400
2026-06-04,87.0:912,180,0,0.7071067811865475,0.7071067811865476,0.4575313760742512,-0.8891934772070711,27.1,88.0,25.0,0.2,51.0,1003.7,88.0,0.0790927701230394,0.006206656320798352,1400
2026-06-04,87.0:912,210,0,0.7933533402912352,0.6087614290087207,0.4575313760742512,-0.8891934772070711,27.1,88.0,24.95,0.4,51.0,1003.75,92.0,0.04038611761697223,0.0022338487974792906,1400
2026-06-04,87.0:912,240,0,0.8660254037844386,0.5000000000000001,0.4575313760742512,-0.8891934772070711,27.1,88.0,24.9,0.6,53.0,1003.8,96.0,0.01873863478525529,0.000726748958485277,1400
2026-06-04,87.0:912,270,0,0.9238795325112867,0.38268343236508984,0.4575313760742512,-0.8891934772070711,27.1,87.5,24.85,0.95,53.0,1003.8,92.5,0.007879714910708662,0.000213418221370503,1400
2026-06-04,87.0:912,300,0,0.9659258262890683,0.25881904510252074,0.4575313760742512,-0.8891934772070711,27.1,87.0,24.8,1.3,61.0,1003.8,89.0,0.0029966268024675,5.6498721496163026e-05,1400
2026-06-04,87.0:912,330,0,0.9914448613738104,0.1305261922200517,0.4575313760742512,-0.8891934772070711,27.35,87.5,25.05,0.75,61.0,1003.8,89.5,0.0010288833666017615,1.3468268846199963e-05,1400
2026-06-04,87.0:912,360,0,1.0,6.123233995736766e-17,0.4575313760742512,-0.8891934772070711,27.6,88.0,25.3,0.2,51.0,1003.8,90.0,0.0003185026244012523,2.88813807161482e-06,1400
2026-06-04,87.0:912,390,0,0.9914448613738104,-0.1305261922200516,0.4575313760742512,-0.8891934772070711,27.9,84.5,25.0,0.1,51.0,1003.8499999999999,83.5,8.879435723788184e-05,5.566497838824761e-07,1400
2026-06-04,87.0:912,420,0,0.9659258262890683,-0.25881904510252063,0.4575313760742512,-0.8891934772070711,28.2,81.0,24.7,0.0,2.0,1003.9,77.0,2.2273163794548513e-05,9.635683508294502e-08,1400
2026-06-04,87.0:912,450,0,0.9238795325112868,-0.3826834323650895,0.4575313760742512,-0.8891934772070711,28.35,80.0,24.65,0.0,2.0,1003.5999999999999,80.0,5.023077745516401e-06,1.497084483788818e-08,1400
2026-06-04,87.0:912,480,0,0.8660254037844387,-0.4999999999999998,0.4575313760742512,-0.8891934772070711,28.5,79.0,24.6,0.0,3.0,1003.3,83.0,1.017820633056931e-06,2.086619565084431e-09,1400
2026-06-04,87.0:912,510,0,0.7933533402912352,-0.6087614290087207,0.4575313760742512,-0.8891934772070711,28.25,81.0,24.700000000000003,0.0,3.0,1003.0999999999999,91.0,1.852046272160887e-07,2.607879730405598e-10,1400
2026-06-04,87.0:912,540,0,0.7071067811865476,-0.7071067811865475,0.4575313760742512,-0.8891934772070711,28.0,83.0,24.8,0.0,3.0,1002.9,99.0,3.024919234969164e-08,2.928308418359774e-11,1400
2026-06-04,87.0:912,570,0,0.6087614290087209,-0.793353340291235,0.4575313760742512,-0.8891934772070711,27.8,83.5,24.75,0.0,3.0,1002.8,86.0,4.433439370337169e-09,3.777895158066841e-12,1400
2026-06-04,87.0:912,600,0,0.49999999999999994,-0.8660254037844387,0.4575313760742512,-0.8891934772070711,27.6,84.0,24.7,0.0,2.0,1002.7,73.0,5.886717936355194e-10,9.281571601533902e-12,1400
2026-06-04,87.0:912,630,0,0.3826834323650899,-0.9238795325112867,0.4575313760742512,-0.8891934772070711,27.25,86.0,24.75,0.0,2.0,1003.0,80.5,1.2630121556169982e-10,8.627142632287253e-11,1400
2026-06-04,87.0:912,660,0,0.258819045102521,-0.9659258262890682,0.4575313760742512,-0.8891934772070711,26.9,88.0,24.8,0.0,3.0,1003.3,88.0,5.036906825300515e-10,7.393663852162562e-10,1400
2026-06-04,87.0:912,690,0,0.130526192220052,-0.9914448613738104,0.4575313760742512,-0.8891934772070711,26.5,89.5,24.700000000000003,0.0,3.0,1003.45,80.5,3.838678265826852e-09,5.684369442990914e-09,1400
2026-06-04,87.0:912,720,0,1.2246467991473532e-16,-1.0,0.4575313760742512,-0.8891934772070711,26.1,91.0,24.6,0.0,2.0,1003.6,73.0,2.663632570310976e-08,3.920521665718057e-08,1400
2026-06-04,87.0:912,750,0,-0.13052619222005177,-0.9914448613738104,0.4575313760742512,-0.8891934772070711,25.950000000000003,90.5,24.3,0.0,2.0,1004.0500000000001,85.0,1.6600327645483526e-07,2.4264548501306617e-07,1400
2026-06-04,87.0:912,780,0,-0.2588190451025208,-0.9659258262890683,0.4575313760742512,-0.8891934772070711,25.8,90.0,24.0,0.0,3.0,1004.5,97.0,9.293802685118814e-07,1.3480721107307102e-06,1400
2026-06-04,87.0:912,810,0,-0.38268343236508967,-0.9238795325112868,0.4575313760742512,-0.8891934772070711,25.15,93.0,23.95,0.1,3.0,1004.6,97.5,4.676059245103607e-06,6.7256540442240195e-06,1400
2026-06-04,87.0:912,840,0,-0.4999999999999997,-0.8660254037844388,0.4575313760742512,-0.8891934772070711,24.5,96.0,23.9,0.2,51.0,1004.7,98.0,2.115304587153029e-05,3.0146169029863645e-05,1400
2026-06-04,87.0:912,870,0,-0.6087614290087207,-0.7933533402912352,0.4575313760742512,-0.8891934772070711,24.4,97.5,24.0,1.0,51.0,1004.85,99.0,8.607844098972711e-05,0.00012146096068240933,1400
2026-06-04,87.0:912,900,0,-0.7071067811865471,-0.7071067811865479,0.4575313760742512,-0.8891934772070711,24.3,99.0,24.1,1.8,61.0,1005.0,100.0,0.0003152824004246207,0.0004401729856552341,1400
2026-06-04,87.0:912,930,0,-0.7933533402912349,-0.6087614290087209,0.4575313760742512,-0.8891934772070711,24.5,99.0,24.25,1.15,61.0,1004.9,98.5,0.001040129754112423,0.0014358965568961831,1400
2026-06-04,87.0:912,960,0,-0.8660254037844384,-0.5000000000000004,0.4575313760742512,-0.8891934772070711,24.7,99.0,24.4,0.5,53.0,1004.8,97.0,0.003093240566582277,0.004220235989357088,1400
2026-06-04,87.0:912,990,0,-0.9238795325112868,-0.3826834323650895,0.4575313760742512,-0.8891934772070711,24.7,99.0,24.4,0.25,53.0,1004.5999999999999,97.5,0.0083006159586386,0.01118794412597145,1400
2026-06-04,87.0:912,1020,0,-0.9659258262890683,-0.25881904510252063,0.44216815196707204,-0.8969321743510065,24.7,99.0,24.4,0.0,3.0,1004.4,98.0,0.020123820217069363,0.02678871582714446,1400
2026-06-04,87.0:912,1050,0,-0.9914448613738104,-0.13052619222005163,0.44216815196707204,-0.8969321743510065,24.799999999999997,99.0,24.549999999999997,0.0,3.0,1004.25,97.5,0.04414487372989411,0.05802920331277312,1400
2026-06-04,87.0:912,1080,0,-1.0,-1.8369701987210297e-16,0.44216815196707204,-0.8969321743510065,24.9,99.0,24.7,0.0,3.0,1004.1,97.0,0.08779308186246937,0.11393740420559553,1400
2026-06-04,87.0:912,1110,0,-0.9914448613738105,0.13052619222005127,0.44216815196707204,-0.8969321743510065,24.85,98.5,24.6,0.1,3.0,1004.2,97.0,0.15867754612817536,0.20322126791985484,1400
2026-06-04,87.0:912,1140,0,-0.9659258262890684,0.2588190451025203,0.44216815196707204,-0.8969321743510065,24.8,98.0,24.5,0.2,51.0,1004.3,97.0,0.26145353524900483,0.3300820406501574,1400
2026-06-04,87.0:912,1170,0,-0.923879532511287,0.38268343236508917,0.44216815196707204,-0.8969321743510065,24.700000000000003,98.5,24.45,0.15000000000000002,51.0,1004.05,96.5,0.39426967550526004,0.489507507563796,1400
2026-06-04,87.0:912,1200,0,-0.8660254037844386,0.5000000000000001,0.44216815196707204,-0.8969321743510065,24.6,99.0,24.4,0.1,51.0,1003.8,96.0,0.546779300397234,0.664535009490122,1400
2026-06-04,87.0:912,1230,0,-0.7933533402912357,0.6087614290087199,0.44216815196707204,-0.8969321743510065,24.1,99.0,23.9,0.9499999999999998,51.0,1003.9,97.5,0.7014259980272157,0.827840431823814,1400
2026-06-04,87.0:912,1260,0,-0.7071067811865477,0.7071067811865474,0.44216815196707204,-0.8969321743510065,23.6,99.0,23.4,1.8,61.0,1004.0,99.0,0.8379620129444478,0.9482216729166766,1400
