family,params,eligible,nights,median_error_min,mean_error_min,within_30m_hits,within_30m_rate,within_60m_hits,within_60m_rate,within_90m_hits,within_90m_rate,within_120m_hits,within_120m_rate,score
season_weather_weak_age,"{""tau_days"": 1095, ""season_bw"": 60, ""env_scale"": 1.5}",98,29,78.5,105.81632653061224,16,0.16326530612244897,31,0.3163265306122449,55,0.5612244897959183,64,0.6530612244897959,3.2685232426303847
season_weather_weak_age,"{""tau_days"": 1095, ""season_bw"": 60, ""env_scale"": 2.0}",98,29,75.0,104.53061224489795,18,0.1836734693877551,31,0.3163265306122449,56,0.5714285714285714,66,0.673469387755102,3.3958333333333335
season_weather_weak_age,"{""tau_days"": 1095, ""season_bw"": 90, ""env_scale"": 0.75}",98,29,74.0,100.0204081632653,18,0.1836734693877551,40,0.40816326530612246,55,0.5612244897959183,71,0.7244897959183674,3.703344671201814
season_weather_weak_age,"{""tau_days"": 1095, ""season_bw"": 90, ""env_scale"": 1.0}",98,29,70.5,100.77551020408163,17,0.17346938775510204,41,0.41836734693877553,56,0.5714285714285714,67,0.6836734693877551,3.6775935374149658
season_weather_weak_age,"{""tau_days"": 1095, ""season_bw"": 90, ""env_scale"": 1.5}",98,29,83.5,108.16326530612245,17,0.17346938775510204,31,0.3163265306122449,53,0.5408163265306123,63,0.6428571428571429,3.251374716553288
season_weather_weak_age,"{""tau_days"": 1095, ""season_bw"": 90, ""env_scale"": 2.0}",98,29,72.5,104.61224489795919,16,0.16326530612244897,33,0.336734693877551,57,0.5816326530612245,66,0.673469387755102,3.399305555555555
season_weather_weak_age,"{""tau_days"": null, ""season_bw"": 30, ""env_scale"": 0.75}",98,29,70.5,96.95918367346938,17,0.17346938775510204,41,0.41836734693877553,60,0.6122448979591837,74,0.7551020408163265,3.830654761904762
season_weather_weak_age,"{""tau_days"": null, ""season_bw"": 30, ""env_scale"": 1.0}",98,29,73.0,98.63265306122449,16,0.16326530612244897,41,0.41836734693877553,57,0.5816326530612245,68,0.6938775510204082,3.6639172335600905
season_weather_weak_age,"{""tau_days"": null, ""season_bw"": 30, ""env_scale"": 1.5}",98,29,77.5,102.46938775510205,17,0.17346938775510204,33,0.336734693877551,55,0.5612244897959183,64,0.6530612244897959,3.3719529478458043
season_weather_weak_age,"{""tau_days"": null, ""season_bw"": 30, ""env_scale"": 2.0}",98,29,73.0,97.0,23,0.23469387755102042,36,0.3673469387755102,58,0.5918367346938775,68,0.6938775510204082,3.8169784580498867
season_weather_weak_age,"{""tau_days"": null, ""season_bw"": 45, ""env_scale"": 0.75}",98,29,70.5,96.95918367346938,18,0.1836734693877551,41,0.41836734693877553,59,0.6020408163265306,72,0.7346938775510204,3.830654761904762
season_weather_weak_age,"{""tau_days"": null, ""season_bw"": 45, ""env_scale"": 1.0}",98,29,73.0,100.06122448979592,16,0.16326530612244897,40,0.40816326530612246,56,0.5714285714285714,67,0.6836734693877551,3.6026927437641723
season_weather_weak_age,"{""tau_days"": null, ""season_bw"": 45, ""env_scale"": 1.5}",98,29,79.0,105.51020408163265,16,0.16326530612244897,31,0.3163265306122449,55,0.5612244897959183,64,0.6530612244897959,3.2678287981859406
season_weather_weak_age,"{""tau_days"": null, ""season_bw"": 45, ""env_scale"": 2.0}",98,29,75.0,102.38775510204081,18,0.1836734693877551,31,0.3163265306122449,57,0.5816326530612245,67,0.6836734693877551,3.426445578231293
season_weather_weak_age,"{""tau_days"": null, ""season_bw"": 60, ""env_scale"": 0.75}",98,29,74.0,100.0204081632653,18,0.1836734693877551,40,0.40816326530612246,55,0.5612244897959183,71,0.7244897959183674,3.703344671201814
season_weather_weak_age,"{""tau_days"": null, ""season_bw"": 60, ""env_scale"": 1.0}",98,29,70.5,98.3265306122449,17,0.17346938775510204,41,0.41836734693877553,56,0.5714285714285714,68,0.6938775510204082,3.6877976190476187
season_weather_weak_age,"{""tau_days"": null, ""season_bw"": 60, ""env_scale"": 1.5}",98,29,78.5,106.0204081632653,16,0.16326530612244897,31,0.3163265306122449,55,0.5612244897959183,64,0.6530612244897959,3.2685232426303847
season_weather_weak_age,"{""tau_days"": null, ""season_bw"": 60, ""env_scale"": 2.0}",98,29,75.0,104.83673469387755,17,0.17346938775510204,31,0.3163265306122449,56,0.5714285714285714,66,0.673469387755102,3.355017006802721
season_weather_weak_age,"{""tau_days"": null, ""season_bw"": 90, ""env_scale"": 0.75}",98,29,74.0,101.85714285714286,18,0.1836734693877551,40,0.40816326530612246,55,0.5612244897959183,70,0.7142857142857143,3.693140589569161
season_weather_weak_age,"{""tau_days"": null, ""season_bw"": 90, ""env_scale"": 1.0}",98,29,70.5,100.77551020408163,17,0.17346938775510204,41,0.41836734693877553,56,0.5714285714285714,67,0.6836734693877551,3.6775935374149658
season_weather_weak_age,"{""tau_days"": null, ""season_bw"": 90, ""env_scale"": 1.5}",98,29,87.0,108.46938775510205,17,0.17346938775510204,31,0.3163265306122449,52,0.5306122448979592,63,0.6428571428571429,3.2261054421768707
season_weather_weak_age,"{""tau_days"": null, ""season_bw"": 90, ""env_scale"": 2.0}",98,29,79.5,108.28571428571429,16,0.16326530612244897,32,0.32653061224489793,53,0.5408163265306123,64,0.6530612244897959,3.2569302721088436
